Account,Date,Support Ticket Count,Support Ticket Decline,Jira Ticket Count,Monthly Consumption,Consumption % as per committed transactions,POC NPS,DM NPS,Count of enabled B2C channels,Count of enabled B2B channels,Count of enabled warehouses,Count of enabled stores,Industry,Region,Customer Tenure (months),Last Engagement Score,Opportunity Score
Company_033,2025-02-01,11,2,4,155451.56,320.09,-53,-6,6,5,1,14,Healthcare,West,48,66.26,Medium
Company_034,2025-02-01,14,2,5,117497.36,88.2,-89,-33,7,7,2,7,Finance,North,26,74.67,Medium
Company_035,2025-02-01,7,2,8,12367.68,92.38,-32,44,0,2,5,3,Finance,Central,37,72.02,Medium
Company_036,2025-02-01,14,3,7,120292.37,181.21,-79,71,5,8,3,18,Logistics,North,49,65.95,Low
Company_037,2025-02-01,12,2,5,115460.99,338.3,-42,41,0,6,4,13,Finance,North,4,76.62,Medium
Company_038,2025-02-01,10,1,11,80351.03,95.39,37,75,7,9,1,15,Finance,West,33,57.51,High
Company_039,2025-02-01,6,0,6,172943.63,105.74,-24,-80,6,0,4,18,Finance,East,22,26.08,Low
Company_040,2025-02-01,3,1,2,108566.34,128.32,32,46,10,9,1,3,E-commerce,Central,6,91.24,Medium
Company_041,2025-02-01,8,1,7,69800.43,72.14,93,14,2,2,1,6,E-commerce,South,33,1.82,Low
Company_042,2025-02-01,8,0,5,132876.57,102.12,-68,-90,6,1,5,13,Logistics,East,28,36.66,Medium
Company_043,2025-02-01,7,1,6,8540.8,5.85,-49,60,2,9,2,10,Retail,South,24,72.89,Low
Company_044,2025-02-01,14,3,4,180496.74,129.67,86,-83,1,6,4,12,Finance,West,4,42.72,Low
Company_045,2025-02-01,16,10,3,86053.9,51.45,41,-17,4,8,3,0,Retail,Central,2,2.48,Low
Company_046,2025-02-01,6,1,4,99735.01,458.24,79,59,9,8,3,3,E-commerce,West,13,6.6,Medium
Company_047,2025-02-01,16,1,5,198087.4,873.44,6,-62,2,9,4,18,Finance,South,46,64.86,Medium
Company_048,2025-02-01,12,3,4,100171.73,53.14,94,-75,1,9,0,9,Retail,North,49,96.49,Low
Company_049,2025-02-01,7,2,2,79835.92,244.88,37,-12,6,4,3,20,Retail,West,11,55.19,Low
Company_050,2025-02-01,12,4,5,87599.24,61.68,24,46,9,7,0,5,Healthcare,Central,35,50.68,Low
Company_051,2025-02-01,16,8,6,50038.44,28.52,-30,3,2,9,4,12,E-commerce,West,39,31.83,Low
Company_052,2025-02-01,6,2,8,78482.93,43.68,-91,1,5,3,0,15,Logistics,East,10,25.67,Low
Company_053,2025-02-01,8,4,5,22543.62,19.63,-32,-5,0,5,2,9,Logistics,West,43,2.1,Low
Company_054,2025-02-01,5,0,4,176545.5,401.72,-29,25,10,1,1,4,Healthcare,South,10,27.3,Low
Company_055,2025-02-01,17,9,3,94323.05,307.16,-24,90,7,5,2,13,Retail,West,8,44.91,Low
Company_056,2025-02-01,12,1,1,191080.4,583.53,54,65,1,3,3,6,Healthcare,Central,5,19.79,Medium
Company_057,2025-02-01,12,4,8,14106.07,7.45,4,89,7,8,2,1,Healthcare,West,23,8.73,Low
Company_058,2025-02-01,8,1,4,79697.81,45.55,31,-60,1,4,5,16,E-commerce,West,34,71.77,Medium
Company_059,2025-02-01,9,2,4,184808.07,122.01,3,-66,8,9,0,5,Finance,Central,47,89.46,Medium
Company_060,2025-02-01,11,5,10,150139.22,156.3,-51,-49,0,3,0,14,Retail,West,32,93.68,Medium
Company_061,2025-02-01,7,3,2,164418.82,83.03,-88,-8,3,4,2,14,Logistics,Central,16,61.8,Low
Company_062,2025-02-01,9,4,5,93250.08,52.73,29,1,10,1,5,0,Logistics,South,4,5.28,Low
Company_063,2025-02-01,9,0,3,24259.97,28.18,-39,-5,7,9,3,5,Healthcare,Central,54,74.09,Medium
Company_064,2025-02-01,9,4,5,97682.13,229.32,21,50,8,5,2,5,Healthcare,South,28,11.01,Low
Company_065,2025-02-01,10,1,5,173045.9,443.89,-34,91,1,4,0,12,Healthcare,South,48,66.97,Medium
Company_066,2025-02-01,11,3,4,127291.99,180.32,-88,-59,9,3,1,20,Retail,Central,44,77.94,Medium
Company_067,2025-02-01,12,4,3,142078.3,349.78,-43,73,3,4,5,13,Healthcare,West,14,72.59,Low
Company_068,2025-02-01,11,5,5,153416.56,154.82,31,-95,10,0,3,4,Healthcare,East,12,95.19,Low
Company_069,2025-02-01,16,8,2,199870.35,306.88,65,-56,9,0,1,8,Finance,Central,21,73.81,Low
Company_070,2025-02-01,14,8,3,121656.36,70.86,55,-22,10,4,3,12,Retail,West,48,69.32,Low
Company_071,2025-02-01,9,0,3,18548.6,15.96,-11,17,4,3,3,9,E-commerce,South,16,26.17,Low
Company_072,2025-02-01,13,2,3,171030.55,94.12,73,33,9,6,4,3,E-commerce,North,54,92.48,High
Company_073,2025-02-01,10,3,7,146206.52,89.48,-99,30,10,5,4,20,Finance,East,44,17.95,Low
Company_074,2025-02-01,12,4,7,101614.54,414.0,52,55,4,4,5,3,Logistics,West,2,90.49,Medium
Company_075,2025-02-01,13,1,5,53892.71,30.03,23,-84,5,4,5,10,E-commerce,East,23,31.27,Low
Company_076,2025-02-01,12,0,8,46938.94,35.3,-30,-34,10,10,2,6,Retail,North,56,13.02,Low
Company_077,2025-02-01,9,4,3,45270.07,23.32,-62,32,3,0,4,12,Logistics,North,29,82.67,Low
Company_078,2025-02-01,8,0,2,99685.41,138.71,69,-19,10,2,5,0,Healthcare,North,46,0.25,Medium
Company_079,2025-02-01,15,2,8,73724.05,88.21,67,27,4,4,3,12,Retail,Central,43,83.21,Medium
Company_080,2025-02-01,9,2,9,139182.21,1524.96,-1,88,0,9,5,18,Logistics,East,9,26.23,Low
Company_081,2025-02-01,8,2,4,51175.62,49.69,-52,-13,3,10,4,20,E-commerce,Central,54,88.47,Low
Company_082,2025-02-01,10,0,8,30726.32,30.24,100,21,10,5,4,9,Healthcare,North,7,69.15,Low
Company_083,2025-02-01,5,2,5,45198.5,54.11,-57,68,8,2,2,3,Healthcare,West,29,66.62,Low
Company_084,2025-02-01,7,4,3,143478.28,313.8,20,-68,4,8,1,10,Retail,North,44,36.53,Low
Company_085,2025-02-01,8,4,7,6090.86,45.65,67,-78,3,5,1,9,Healthcare,Central,17,5.94,Low
Company_086,2025-02-01,7,2,7,115231.35,215.41,7,-16,5,4,4,9,Logistics,North,9,83.01,Low
Company_087,2025-02-01,9,1,5,144396.91,98.24,18,-70,7,0,5,18,Finance,North,6,17.09,Low
Company_088,2025-02-01,14,9,6,82039.88,207.48,48,58,1,7,1,16,E-commerce,Central,44,37.23,Medium
Company_089,2025-02-01,9,3,4,51904.34,49.18,-70,74,6,8,2,13,Retail,Central,20,60.04,Low
Company_090,2025-02-01,11,1,6,13219.33,14.13,-87,-62,2,3,2,13,Finance,West,10,48.23,Low
Company_091,2025-02-01,15,5,1,120762.25,67.88,45,17,2,5,5,5,Finance,Central,9,19.87,Low
Company_092,2025-02-01,13,2,4,162775.13,86.58,99,-80,7,5,5,5,Retail,West,12,14.06,Low
Company_093,2025-02-01,13,4,7,5030.76,3.47,-20,62,0,0,3,8,Logistics,South,33,12.32,Low
Company_094,2025-02-01,5,1,2,70708.13,112.8,-47,94,2,9,1,15,E-commerce,South,32,86.3,Medium
Company_095,2025-02-01,12,3,3,185678.64,151.4,95,99,1,2,4,13,Retail,Central,34,3.16,Medium
Company_096,2025-02-01,13,2,3,80669.61,195.83,62,9,6,6,3,12,Finance,North,19,97.7,Medium
Company_097,2025-02-01,13,3,7,198707.69,648.18,-99,-91,8,3,5,11,Finance,East,33,19.85,Low
Company_098,2025-02-01,8,1,3,80495.3,63.68,-97,-18,8,3,0,0,Retail,North,48,11.03,Low
Company_099,2025-02-01,9,2,4,39168.74,25.1,60,87,3,3,5,11,Finance,Central,16,57.7,Low
Company_100,2025-02-01,17,3,3,155867.47,144.2,-21,-67,1,6,4,18,Retail,West,50,8.0,Medium
Company_001,2025-03-01,16,5,5,168158.59,430.77,-22,-58,1,0,2,9,Retail,North,50,60.25,Low
Company_002,2025-03-01,4,1,6,175985.32,158.56,16,86,8,9,4,10,E-commerce,South,23,85.06,Low
Company_003,2025-03-01,10,1,5,59163.99,85.36,11,75,2,5,3,11,Retail,Central,26,4.79,Low
Company_004,2025-03-01,11,1,8,195562.11,112.8,92,-52,2,6,0,7,Finance,North,45,79.99,High
Company_005,2025-03-01,8,1,3,126989.97,841.8,-43,86,2,3,5,0,Healthcare,North,54,39.45,Medium
Company_006,2025-03-01,7,1,3,170568.82,136.22,50,29,2,1,2,20,E-commerce,West,44,15.95,Medium
Company_007,2025-03-01,7,3,7,41260.92,154.79,-91,-4,10,4,4,19,Finance,West,41,17.61,Low
Company_008,2025-03-01,12,3,7,197869.52,145.81,-88,52,0,10,0,20,Finance,West,37,91.88,Medium
Company_009,2025-03-01,10,2,7,39159.1,40.21,-95,-88,1,6,3,12,E-commerce,East,9,11.06,Low
Company_010,2025-03-01,11,2,5,20141.34,24.75,-69,40,4,7,5,4,E-commerce,Central,30,86.68,Medium
Company_011,2025-03-01,6,2,7,197656.62,146.9,-48,77,10,10,0,9,Finance,Central,13,54.42,Low
Company_012,2025-03-01,12,4,6,104501.22,116.65,7,69,1,10,4,8,Healthcare,South,48,3.91,Low
Company_013,2025-03-01,11,5,5,30438.43,19.8,59,55,2,6,0,16,Logistics,South,42,46.45,Low
Company_014,2025-03-01,4,2,8,69028.65,350.79,84,58,1,4,0,3,Finance,Central,16,81.74,Medium
Company_015,2025-03-01,4,1,5,46364.45,47.67,27,-50,9,3,2,16,E-commerce,North,46,72.62,Low
Company_016,2025-03-01,15,5,9,156482.12,202.1,-49,-9,6,4,1,1,Retail,Central,57,48.88,Low
Company_017,2025-03-01,11,2,7,61905.52,40.15,40,27,3,7,2,7,Retail,East,2,86.0,Low
Company_018,2025-03-01,13,0,5,127005.1,69.58,-100,-97,10,1,0,18,E-commerce,South,31,12.04,Low
Company_019,2025-03-01,8,1,5,41694.06,629.87,71,26,2,1,4,2,E-commerce,South,57,90.99,High
Company_020,2025-03-01,19,2,7,191529.97,266.73,85,85,1,4,5,7,Logistics,South,51,84.64,High
Company_021,2025-03-01,5,0,5,159039.91,907.46,16,-25,4,7,0,3,E-commerce,Central,43,70.83,High
Company_022,2025-03-01,7,2,6,128455.83,868.44,-56,-90,4,5,5,10,Retail,South,19,81.79,Low
Company_023,2025-03-01,11,2,3,182792.09,120.71,9,89,1,1,0,0,Healthcare,South,11,54.38,Low
Company_024,2025-03-01,10,1,6,188439.83,140.23,-65,69,10,2,2,11,E-commerce,Central,14,67.52,Low
Company_025,2025-03-01,9,7,4,13494.33,28.49,12,59,4,1,2,10,Logistics,North,47,56.06,Low
Company_026,2025-03-01,11,2,7,57132.22,43.63,-54,-71,6,6,3,8,Healthcare,South,25,35.54,Low
Company_027,2025-03-01,14,4,5,28622.02,462.61,-2,76,7,6,5,5,Logistics,South,7,56.89,Low
Company_028,2025-03-01,12,5,4,153635.0,77.57,-72,-67,0,2,0,13,Healthcare,South,15,25.75,Low
Company_029,2025-03-01,13,5,6,46461.52,59.57,51,23,9,10,3,5,E-commerce,East,30,44.03,Low
Company_030,2025-03-01,8,1,3,49122.57,30.78,56,-3,5,9,0,4,Retail,Central,59,28.08,Low
Company_031,2025-03-01,13,2,2,132706.53,169.54,23,24,1,6,3,1,Healthcare,South,31,12.29,Medium
Company_032,2025-03-01,17,5,5,169230.97,128.8,-84,-34,10,5,0,16,Finance,East,24,32.19,Low
Company_033,2025-03-01,9,1,3,118134.39,88.13,96,90,9,9,1,10,Logistics,North,55,85.2,High
Company_034,2025-03-01,12,4,2,123086.2,89.47,32,33,9,1,3,7,Healthcare,North,25,38.11,Low
Company_035,2025-03-01,11,1,10,156925.32,107.24,23,-12,10,10,5,12,Logistics,East,8,74.8,Medium
Company_036,2025-03-01,4,1,7,56396.73,123.51,-62,42,9,0,0,20,Retail,North,30,17.52,Low
Company_037,2025-03-01,11,5,6,122710.68,68.31,-60,29,7,7,1,2,Logistics,West,36,42.44,Low
Company_038,2025-03-01,8,3,2,127932.24,86.2,92,25,5,3,2,8,Logistics,North,50,11.49,Low
Company_039,2025-03-01,7,1,3,109894.99,75.7,-88,29,3,8,5,12,Finance,West,14,13.86,Low
Company_040,2025-03-01,7,0,6,140212.03,76.28,3,-40,1,7,3,18,Logistics,East,29,61.74,Low
Company_041,2025-03-01,9,3,1,110149.95,68.94,14,-78,7,7,2,3,Healthcare,West,27,60.75,Low
Company_042,2025-03-01,8,2,4,23383.82,19.71,27,90,10,0,0,12,Logistics,North,53,21.34,Low
Company_043,2025-03-01,3,1,5,184672.53,142.36,5,-91,8,8,0,2,E-commerce,South,50,47.44,Low
Company_044,2025-03-01,9,0,5,55483.3,36.47,54,58,10,4,4,17,Logistics,West,36,86.33,High
Company_045,2025-03-01,12,2,3,112333.93,389.96,-48,67,10,7,2,11,E-commerce,North,34,17.42,Medium
Company_046,2025-03-01,5,1,8,47470.83,68.99,-87,-43,7,5,4,19,Logistics,South,21,1.92,Low
Company_047,2025-03-01,11,5,7,22805.23,15.08,53,21,10,5,5,14,Logistics,East,38,65.2,Low
Company_048,2025-03-01,6,1,6,126009.04,145.05,-71,-76,10,3,0,10,Healthcare,East,11,5.35,Low
Company_049,2025-03-01,11,2,5,86781.02,218.24,-10,62,4,8,4,11,E-commerce,Central,33,97.99,High
Company_050,2025-03-01,10,3,4,62081.27,159.18,79,-73,0,2,3,4,E-commerce,East,15,60.96,Low
Company_051,2025-03-01,13,1,4,68114.24,68.9,83,90,6,1,2,19,Finance,Central,12,47.04,Low
Company_052,2025-03-01,11,0,5,112451.11,338.63,-50,-52,1,6,1,14,Logistics,East,24,43.0,Low
Company_053,2025-03-01,7,2,4,184176.15,221.59,100,-52,5,1,3,1,Logistics,East,50,57.31,Low
Company_054,2025-03-01,7,2,5,48886.38,57.44,62,72,9,1,3,14,Healthcare,East,37,9.06,Low
Company_055,2025-03-01,14,7,6,156902.76,219.99,68,50,8,2,3,0,Finance,Central,11,93.0,Medium
Company_056,2025-03-01,6,0,6,152252.89,94.14,35,88,0,8,3,18,Finance,Central,56,62.56,High
Company_057,2025-03-01,10,3,7,101290.78,57.74,23,30,2,9,1,4,Healthcare,West,53,18.4,Low
Company_058,2025-03-01,15,1,9,15913.28,15.34,-74,-1,10,9,4,10,E-commerce,North,19,56.26,Low
Company_059,2025-03-01,14,7,8,144955.84,127.36,29,-2,6,9,5,7,Retail,North,54,13.33,Low
Company_060,2025-03-01,3,0,5,21646.91,23.62,-30,1,5,4,3,4,Healthcare,North,1,1.76,Low
Company_061,2025-03-01,14,0,3,10387.8,6.27,-65,5,9,8,2,17,E-commerce,East,17,63.05,Low
Company_062,2025-03-01,7,0,7,11856.34,31.33,-20,82,8,10,1,6,Finance,North,40,64.85,Low
Company_063,2025-03-01,12,1,0,95506.36,973.77,-47,59,4,10,2,4,Healthcare,Central,55,58.37,Medium
Company_064,2025-03-01,15,3,5,189792.07,246.83,81,66,2,8,4,20,Retail,West,16,18.35,Low
Company_065,2025-03-01,6,0,11,12803.83,28.99,-18,81,1,5,4,15,Logistics,South,26,60.34,Low
Company_066,2025-03-01,7,3,4,166397.48,188.23,49,46,10,6,5,17,Healthcare,West,58,5.65,Medium
Company_067,2025-03-01,14,0,5,119417.19,203.99,-27,8,0,8,0,0,Retail,North,43,60.92,Medium
Company_068,2025-03-01,8,0,9,132444.34,78.52,-3,-63,0,10,0,6,Retail,North,59,55.4,Low
Company_069,2025-03-01,17,0,0,71872.35,37.06,-32,92,2,4,5,8,Healthcare,Central,51,65.53,Low
Company_070,2025-03-01,12,4,4,95023.54,211.44,-63,-85,4,3,4,1,E-commerce,West,56,89.55,Medium
Company_071,2025-03-01,8,1,5,90107.44,76.07,-9,15,1,9,5,17,Healthcare,Central,43,85.04,Medium
Company_072,2025-03-01,10,5,2,38445.03,33.39,-43,90,10,8,3,7,Finance,Central,15,98.07,Low
Company_073,2025-03-01,12,2,3,177660.56,988.89,30,100,4,10,0,12,Retail,South,8,97.62,Medium
Company_074,2025-03-01,17,1,3,5365.19,7.31,-1,6,10,5,4,1,Retail,Central,30,77.23,Medium
Company_075,2025-03-01,7,1,3,82155.63,196.65,-97,90,4,3,4,14,Logistics,Central,14,95.64,Medium
Company_076,2025-03-01,11,3,6,13956.36,52.15,-43,62,10,5,4,17,Retail,South,33,86.73,Low
Company_077,2025-03-01,7,0,7,104277.17,92.02,89,54,3,3,2,14,Logistics,East,42,72.76,High
Company_078,2025-03-01,13,4,5,95194.31,143.96,-55,74,1,2,1,16,Retail,East,7,7.54,Low
Company_079,2025-03-01,9,2,4,14094.0,15.78,-70,-4,0,6,2,17,Retail,South,18,4.9,Low
Company_080,2025-03-01,13,2,5,71034.74,114.15,-33,-67,2,9,2,0,Healthcare,Central,12,83.76,Medium
Company_081,2025-03-01,7,3,6,149037.27,77.64,-16,19,2,0,1,10,Healthcare,North,2,48.97,Low
Company_082,2025-03-01,14,3,6,126119.43,247.83,52,-87,10,9,5,9,Finance,West,50,81.46,Medium
Company_083,2025-03-01,14,1,1,68150.68,142.32,25,46,8,5,0,10,E-commerce,North,29,31.29,Medium
Company_084,2025-03-01,8,0,8,129087.14,125.92,34,-44,2,8,0,16,Finance,North,21,39.76,Low
Company_085,2025-03-01,5,0,4,101193.54,161.35,-60,6,8,8,3,2,Retail,Central,7,70.02,Medium
Company_086,2025-03-01,7,3,5,65142.11,47.38,-11,-44,3,10,2,10,Finance,West,52,91.53,Low
Company_087,2025-03-01,11,5,4,146303.11,1226.08,-8,-25,3,9,4,15,Healthcare,West,27,8.78,Low
Company_088,2025-03-01,8,1,7,125745.55,133.36,43,92,10,0,0,11,Retail,East,12,86.15,High
Company_089,2025-03-01,13,1,4,17446.08,25.13,14,-39,10,9,4,7,Retail,South,20,79.3,Low
Company_090,2025-03-01,3,1,6,177148.3,433.07,-90,74,5,6,0,12,Finance,Central,57,31.55,Low
Company_091,2025-03-01,14,3,11,69075.47,265.25,-35,38,4,0,4,11,Logistics,West,14,35.52,Low
Company_092,2025-03-01,16,5,9,117364.74,70.22,31,30,7,7,0,9,E-commerce,Central,10,4.65,Low
Company_093,2025-03-01,7,1,4,75413.42,49.68,66,-51,5,8,0,3,Finance,East,41,1.57,Low
Company_094,2025-03-01,11,2,4,10220.26,44.58,-58,97,8,8,0,20,Finance,North,23,47.7,Low
Company_095,2025-03-01,12,5,6,56779.44,61.81,-84,-47,10,10,1,13,E-commerce,West,30,9.55,Low
Company_096,2025-03-01,12,3,3,28598.06,15.35,-74,-48,8,6,5,2,Retail,East,47,19.4,Low
Company_097,2025-03-01,10,1,4,185929.24,336.94,91,75,2,0,3,10,Retail,Central,58,84.68,High
Company_098,2025-03-01,8,4,4,81766.86,127.69,-91,-78,1,0,1,8,Logistics,East,31,57.1,Low
Company_099,2025-03-01,10,2,4,137315.15,115.78,42,-82,9,3,2,13,Finance,East,52,63.36,Low
Company_100,2025-03-01,10,2,5,105379.64,603.69,-1,15,10,6,3,10,E-commerce,East,56,18.75,Low
Company_001,2025-04-01,9,0,4,187037.24,173.64,-96,-1,10,1,4,0,Finance,East,10,82.87,Medium
Company_002,2025-04-01,10,0,2,154508.78,246.82,64,84,9,1,5,18,Healthcare,East,19,86.8,High
Company_003,2025-04-01,6,1,5,188148.71,454.4,-89,79,1,5,4,3,Finance,East,19,52.33,Low
Company_004,2025-04-01,7,0,5,150610.71,570.01,-26,75,4,9,0,9,Finance,South,44,91.26,High
Company_005,2025-04-01,9,2,4,179094.7,89.7,95,12,6,6,5,0,Healthcare,Central,23,84.48,Low
Company_006,2025-04-01,7,1,9,145243.33,111.43,21,-60,8,3,1,12,Healthcare,North,59,73.13,High
Company_007,2025-04-01,10,3,2,155696.88,290.0,39,-25,10,2,2,20,E-commerce,Central,44,73.41,Medium
Company_008,2025-04-01,11,4,3,22547.18,37.04,-5,-98,8,8,1,3,Retail,West,41,10.54,Low
Company_009,2025-04-01,9,1,6,153788.78,406.09,-90,-99,9,9,3,17,Logistics,West,59,27.08,Medium
Company_010,2025-04-01,11,6,7,195543.34,121.96,40,-79,4,3,5,11,Healthcare,Central,32,6.68,Low
Company_011,2025-04-01,9,1,4,150881.5,312.87,-46,5,10,8,1,5,Retail,East,20,0.87,Low
Company_012,2025-04-01,13,4,7,20769.6,15.61,-53,-44,9,4,1,3,E-commerce,South,4,15.83,Low
Company_013,2025-04-01,11,1,3,117077.36,169.73,-54,71,9,0,4,14,Finance,North,33,88.05,High
Company_014,2025-04-01,13,4,6,115800.63,70.71,65,40,1,4,5,2,E-commerce,East,48,23.99,Low
Company_015,2025-04-01,9,2,5,127627.81,83.08,-36,-75,3,9,3,10,E-commerce,Central,1,97.02,Low
Company_016,2025-04-01,18,1,3,162123.95,2383.39,-9,-68,10,10,1,3,Healthcare,Central,13,59.73,Low
Company_017,2025-04-01,8,2,3,194880.9,236.38,-28,58,1,3,2,15,Logistics,South,3,23.73,Low
Company_018,2025-04-01,11,4,8,104860.25,176.48,15,-16,9,10,2,18,Healthcare,South,12,49.71,Low
Company_019,2025-04-01,6,1,4,60717.63,34.79,-61,44,9,5,2,13,Finance,Central,29,21.91,Low
Company_020,2025-04-01,10,6,8,177031.42,212.22,-57,-99,5,3,1,20,Healthcare,East,55,98.4,Medium
Company_021,2025-04-01,4,0,5,7621.59,16.97,11,-30,5,2,5,10,Finance,East,31,84.73,Medium
Company_022,2025-04-01,14,2,3,163657.44,130.27,22,18,7,5,2,15,Healthcare,East,41,2.62,Medium
Company_023,2025-04-01,14,5,8,38759.46,270.61,41,-73,2,10,4,2,Logistics,North,36,94.78,Medium
Company_024,2025-04-01,7,4,4,153859.35,173.42,-29,-65,8,3,2,20,Retail,North,2,72.11,Low
Company_025,2025-04-01,14,6,10,20553.87,24.65,-81,86,1,0,4,20,Logistics,East,22,8.24,Low
Company_026,2025-04-01,11,2,11,121938.83,174.76,-93,48,9,6,4,6,Healthcare,Central,22,67.06,Low
Company_027,2025-04-01,7,2,3,173093.45,197.27,-91,41,4,8,4,15,E-commerce,South,41,64.69,Low
Company_028,2025-04-01,15,3,10,155642.65,274.18,67,98,2,5,3,7,Retail,West,31,21.88,Medium
Company_029,2025-04-01,8,4,1,24433.92,28.18,97,50,4,2,3,16,E-commerce,South,52,75.84,Medium
Company_030,2025-04-01,7,3,1,34797.13,27.35,30,-77,6,5,4,0,Logistics,South,56,8.71,Low
Company_031,2025-04-01,4,0,10,152313.49,86.22,69,-39,9,10,1,16,Retail,West,45,48.94,Low
Company_032,2025-04-01,18,8,5,68565.91,59.74,-65,14,2,2,4,18,Healthcare,East,14,0.99,Low
Company_033,2025-04-01,7,1,1,110538.02,57.71,68,-63,7,5,0,7,E-commerce,South,29,96.87,Medium
Company_034,2025-04-01,9,1,7,53623.7,32.64,94,24,3,1,2,11,Healthcare,West,35,75.16,Medium
Company_035,2025-04-01,11,0,2,134186.89,173.39,-41,-90,10,3,4,11,Finance,Central,50,15.89,Medium
Company_036,2025-04-01,11,3,2,85891.98,95.92,-1,20,7,0,0,20,Retail,Central,9,34.17,Low
Company_037,2025-04-01,10,1,8,32444.96,91.28,-18,-74,8,10,2,8,E-commerce,Central,47,16.06,Medium
Company_038,2025-04-01,9,2,2,23052.33,16.01,48,39,9,2,3,20,Logistics,East,54,76.66,Medium
Company_039,2025-04-01,4,0,3,164197.56,87.9,-4,-7,9,10,0,16,Logistics,South,32,5.89,Low
Company_040,2025-04-01,14,2,7,127328.27,146.5,-36,-4,3,8,3,11,Logistics,South,59,84.04,High
Company_041,2025-04-01,4,1,8,15053.2,7.84,-12,24,7,9,0,16,Logistics,North,56,94.22,Low
Company_042,2025-04-01,8,1,7,105959.43,1578.87,-65,12,2,3,0,16,E-commerce,Central,27,67.66,Medium
Company_043,2025-04-01,16,1,4,151881.1,172.7,64,-29,3,2,1,5,Finance,East,10,21.3,Low
Company_044,2025-04-01,14,4,3,166522.98,171.11,-8,54,1,10,1,13,Logistics,West,25,36.01,Low
Company_045,2025-04-01,13,6,3,100358.39,62.49,-16,84,1,7,5,15,Logistics,East,49,47.72,Low
Company_046,2025-04-01,11,0,4,47363.08,267.56,22,-47,9,2,5,13,Logistics,South,45,60.46,Medium
Company_047,2025-04-01,13,7,3,33444.48,81.34,-95,-38,0,2,4,18,Finance,Central,33,66.87,Low
Company_048,2025-04-01,7,2,3,176198.6,856.7,-59,-66,10,8,0,18,Retail,North,11,55.42,Low
Company_049,2025-04-01,6,1,4,30795.32,113.0,-63,-86,2,4,1,16,Logistics,East,37,35.13,Medium
Company_050,2025-04-01,7,1,3,189290.44,95.88,3,53,9,10,0,9,Logistics,North,9,89.09,Medium
Company_051,2025-04-01,3,0,3,88484.97,44.98,-79,-45,7,9,3,15,Logistics,South,7,8.14,Low
Company_052,2025-04-01,8,2,14,187452.75,157.14,-57,-44,6,9,1,18,Retail,West,7,46.63,Low
Company_053,2025-04-01,8,2,2,167553.47,759.9,96,-54,9,10,4,8,Logistics,East,34,77.56,Medium
Company_054,2025-04-01,11,4,1,88814.45,513.39,-58,85,10,5,3,19,Retail,South,19,6.09,Low
Company_055,2025-04-01,13,5,8,190462.68,173.19,51,-83,3,6,3,4,Retail,Central,20,70.53,Low
Company_056,2025-04-01,12,6,4,172436.67,93.57,-73,-96,3,8,4,13,Healthcare,East,50,81.97,Medium
Company_057,2025-04-01,8,5,5,101841.64,91.64,-62,55,1,2,3,19,Healthcare,North,42,66.08,Low
Company_058,2025-04-01,17,6,3,155155.94,79.99,53,-91,8,8,0,2,Logistics,East,25,1.29,Low
Company_059,2025-04-01,13,2,5,107194.13,58.45,23,68,2,9,4,0,E-commerce,South,5,18.01,Low
Company_060,2025-04-01,20,4,3,69020.2,39.52,98,73,10,6,4,13,Healthcare,South,48,34.21,Low
Company_061,2025-04-01,12,3,5,107201.75,940.13,-6,-89,8,6,1,15,Healthcare,North,29,23.37,Low
Company_062,2025-04-01,10,3,4,101507.76,104.74,96,-3,5,9,5,18,E-commerce,South,55,96.27,Medium
Company_063,2025-04-01,17,3,6,100151.74,64.22,-75,8,2,4,3,7,Finance,East,27,65.16,Low
Company_064,2025-04-01,6,2,4,107351.06,88.04,-79,-28,9,8,3,8,Logistics,North,25,29.7,Low
Company_065,2025-04-01,11,2,5,145688.03,852.76,-52,-99,0,9,4,3,Finance,South,37,92.97,High
Company_066,2025-04-01,10,1,7,197180.39,184.7,33,-99,6,10,1,10,Finance,South,15,74.06,Medium
Company_067,2025-04-01,6,1,5,148103.48,74.43,4,-8,1,2,3,20,Retail,East,54,28.46,Low
Company_068,2025-04-01,13,5,4,57989.01,37.47,49,-36,4,8,3,18,Retail,South,48,37.89,Low
Company_069,2025-04-01,11,0,8,77019.38,43.2,-7,56,4,10,3,6,Logistics,East,4,19.94,Low
Company_070,2025-04-01,10,1,6,84752.37,59.96,5,41,8,7,1,11,E-commerce,Central,14,97.11,Low
Company_071,2025-04-01,11,3,7,141012.31,144.21,43,42,7,4,2,18,Retail,East,56,51.73,Medium
Company_072,2025-04-01,12,1,5,175752.41,671.58,-12,98,6,2,5,3,Healthcare,West,49,89.61,High
Company_073,2025-04-01,13,1,2,158929.03,420.67,91,-42,7,2,0,6,Logistics,South,17,34.65,Low
Company_074,2025-04-01,8,1,4,79678.57,178.21,30,2,5,8,4,1,Finance,Central,21,86.08,Medium
Company_075,2025-04-01,10,0,3,31187.91,16.69,-59,-1,10,0,0,4,Logistics,North,16,5.39,Low
Company_076,2025-04-01,15,9,8,36308.77,26.51,20,53,6,1,0,8,Retail,West,26,98.21,Low
Company_077,2025-04-01,10,1,5,25588.63,12.9,-44,-6,1,9,0,12,E-commerce,North,9,91.2,Low
